Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
10/8/2025 10:35:39,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",39,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo,Neutro,Neutro,Neutro,Concordo,Neutro,Concordo,Concordo,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo,Realização de treinamentos selecionados de forma independente das orientações institucionais.,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/8/2025 11:01:55,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",26,Feminino,São Paulo (SP),Ensino Superior completo,Entre 3 e 4 anos.,Pleno,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Foi microfront-end aliado com figma. Mudou minha visão sobre a área e me ajudou resolver vários problemas na aplicação,Instrutores com melhores didáticas e materiais mais atuais ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/8/2025 14:14:38,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",25,Masculino,São Paulo (SP),Ensino Superior incompleto,Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo totalmente,Concordo,Neutro,Neutro,Discordo,Discordo,Neutro,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/8/2025 15:31:21,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",35,Masculino,Paraná (PR),Ensino Superior completo,Até um ano.,Júnior,100 ou mais funcionários (Grande empresa),Suporte,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Discordo totalmente,Discordo,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Neutro,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Neutro,Discordo,Discordo totalmente,Discordo totalmente,Em ambiente empresarial nenhuma.,"Verificar a real necessidade dos aprendizados empresariais, junto a despertar interesse no publico alvo ao invés de ser obrigado pela empresa.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/8/2025 15:49:36,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Rio Grande do Sul (RS),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),De 50 a 99 funcionários (Média empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,As mais uteis foram na parte de liderança e em uma nova tecnologia que a vaga dentro da empresa pedia.,"Mais tempo e clareza, já tem isso de forma tranquila, mas mais tempo seria interessante.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/8/2025 20:56:02,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",52,Masculino,Rio de Janeiro (RJ),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo totalmente,Concordo,Discordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/8/2025 21:36:31,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Feminino,Sergipe (SE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,"Planejamento para a aposentadoria. Me fez começar a investir mensalmente e tomar atitudes conscientes pensando no meu bem estar físico, mental e financeiro futuro.",Seria bom ter acesso a mais atividades remotas promovidas pelas universidades para tornar o conhecimento mais acessível e que também fosse possível participar de eventos presenciais financiados pelo empregador.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/9/2025 10:26:24,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",35,Masculino,Distrito Federal (DF),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/9/2025 11:33:13,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",42,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Sênior,De 50 a 99 funcionários (Média empresa),Área de dados,Neutro,Discordo totalmente,Concordo,Discordo,Concordo totalmente,Discordo,Discordo totalmente,Neutro,Concordo totalmente,Discordo,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Neutro,Discordo,Concordo,Neutro,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,"Uma oficina prática com os consultores da AWS, pois foi um laboratório prático que conectava diretamente com o projeto que estávamos atuando, mas em vias de regra o aprendizado e atualização, sempre partiu de iniciativa própria em minha jornada.","Ouçam os profissionais, recompense-os, abram espaço para inovações internas (mas sejam justos ao recompensar).",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/9/2025 18:11:13,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",49,Masculino,Paraná (PR),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo,Concordo,Concordo,Discordo,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/9/2025 21:17:40,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",49,Masculino,São Paulo (SP),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Concordo,Concordo totalmente,Concordo,Discordo,Neutro,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/11/2025 17:21:51,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,Rio Grande do Sul (RS),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo,Neutro,Concordo,Discordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Cursos oficiais,"Atividades práticas, incentivo ao compartilhamento de aprendizado",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/12/2025 13:39:36,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Certificação Azure, Certificação GitHub e cursos Alura. Foram fundamentais pois servirá para minha carreira para alem da minha experiência profissional atual.",Melhorar o processo de reembolso para certificação ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/13/2025 20:20:03,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,Rio de Janeiro (RJ),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Neutro,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,"Primeiro curso interno (com parceria externa) sobre liderança, no início da minha formação como líder foi fundamental nessa trajetória subjetiva e muitas vezes desbravada sem método e/ou frameworks de suporte.",Certificar que o aprendizado é condizente com algo que precise ser desenvolvido e que isso de fato tem aplicabilidade no dia a dia. Garantir que o método tenha dinamismo para ganhar o foco das pessoas. Evitar pre-reads textuais muito longos e densos.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/13/2025 20:48:26,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Masculino,Rio de Janeiro (RJ),Ensino Superior incompleto,Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Arquitetura,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Neutro,Concordo,Concordo,Discordo totalmente,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/13/2025 20:48:36,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",26,Masculino,Rio de Janeiro (RJ),Ensino Superior completo,Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Neutro,Neutro,Neutro,Concordo,Discordo,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/13/2025 20:50:52,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",28,Masculino,Rio de Janeiro (RJ),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Neutro,Concordo,Discordo,Discordo,Concordo,Neutro,Discordo,Concordo,Discordo,Discordo totalmente,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,Concordo,Discordo,Discordo,Discordo,,Conteudos curtos e divididos  com focos em casos reais ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/13/2025 20:56:14,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Minas Gerais (MG),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Pós graduação em liderança tecnica,Maior foco em treinamentos práticos. ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/13/2025 21:07:14,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Feminino,São Paulo (SP),Ensino Superior completo,Prefiro não responder,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo,Concordo,Neutro,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/13/2025 21:08:21,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Rio de Janeiro (RJ),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),De 10 a 49 funcionários (Pequena empresa),Gestão de Pessoas / Projetos,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo totalmente,Concordo,Concordo,Concordo,Neutro,Discordo,Discordo totalmente,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Discordo,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/13/2025 21:52:41,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,São Paulo (SP),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Sênior,Prefiro não responder,Área de dados,Concordo,Discordo,Concordo,Discordo,Neutro,Discordo,Discordo,Neutro,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Neutro,Concordo,Neutro,Neutro,Discordo,Neutro,Discordo totalmente,Discordo,"Em certa ocasião uma empresa que trabalhei ofereceu um curso completo de desenvolvimento ABAP. No final do curso tinha uma prova, e as pessoas com maiores notas na prova seriam contratadas para um programa de treinee ",,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/13/2025 22:26:54,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",33,Masculino,Ceará (CE),Ensino Superior incompleto,Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Arquitetura,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Concordo totalmente,Dicas avançadas de banco de dados,Aliar melhoria necessária e afinidade do colaborador com as necessidades do dia a dia ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/13/2025 22:58:45,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Rio de Janeiro (RJ),Ensino Superior completo,Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Uma mentoria de arquitetura de software. Aprendi muito com rodas de conversas e relatos de pessoas mais experientes que eu ,"Foco em aplicações práticas no dia a dia e menos teoria. Não que o segundo não seja importante, mas treinamentos costumam ter carga horária muito curta. O treinamento pode passar as referências bibliográficas para quem tiver interesse em aprofundamento ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 10:12:23,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Masculino,São Paulo (SP),Ensino Superior completo,Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Cloud,"Dar a possibilidade dos colaboradores da empresa sigerirem temas que sejam de multuo interesse, tanto deles como da empresa",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 11:51:18,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Masculino,Rio de Janeiro (RJ),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Neutro,Concordo,Neutro,Concordo,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Neutro,Acredito que foi de liderança e gestão de conflitos ,Casos reais que podem ser integradas junto ao aprendizado.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 12:19:53,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",27,Feminino,São Paulo (SP),Ensino Superior completo,Entre 7 e 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Neutro,Discordo totalmente,Neutro,Discordo totalmente,Discordo,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Cursos complementares. Na qual se pode ter maior foco no seu objetivo de carreira e pessoal,"depende, se for obrigatórios acho que seria importante demonstrar aos funcionários o porquê é importante e casos que aconteceram (na empresa ou no mercado) que foram evitados ou ocorridos por conta dos treinamentos obrigatórios. 
Em caso de aprendizados de melhoria de carreira, acredito que a flexibilização das normas de adquirir são o ponto chave para que o colaborador tenha maior leque de cursos disponíveis no mercado. Do que deixar a instituição “escolher” um leque padrão para todos. ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 12:47:41,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",25,Feminino,Ceará (CE),Ensino Superior completo,Até um ano.,Júnior,100 ou mais funcionários (Grande empresa),Suporte,Concordo,Concordo,Neutro,Concordo totalmente,Neutro,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Discordo,"Na empresa Voke em que trabalhei por uns meses. Porque durante o período de aprendizado eu aprendi várias coisas na qual eu não tinha conhecimento na prática. E durante esse período na empresa, eu aprendi teoricamente e depois coloquei em prática sendo necessário colocar em prova todo conhecimento que adquiri. ","- Organização;
- Plataforma acessível, objetiva e clara para treinar os funcionários;
- Ensino de qualidade com profissionais qualificados e que tenham uma boa dicção para tratar de assuntos específicos;
- Profissional claro e direto, sem enrolações;
- Determinar um horário do expediente para realizar o estudo e não em casa;",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 12:52:02,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",27,Feminino,São Paulo (SP),Ensino Superior completo,Até um ano.,Pleno,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Discordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 12:55:19,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",44,Masculino,Paraná (PR),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Neutro,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
